alpha_2,alpha_3,analytics_storage,brand,browser,current_progress,engagement_time_msec,event_origin,event_time,event_type,flag,ga_session_id,install_store,localization_id,location,model,model_number,name,numeric,official_name,os,place,selection,session_number,specification,state,user_action_detail,user_id,user_params/brand,user_params/campaign_name,user_params/context,user_params/dclid,user_params/gclid,user_params/is_active_user,user_params/marketing_id,user_params/medium,user_params/model,user_params/model_number,user_params/os,user_params/source,user_params/specification,user_params/srsltid,user_params/term,user_params/transaction_id,value
IS,ISL,Yes,Xiaomi,,,16951.0,auto,1703254899411,Search Initiated,🇮🇸,,Null,es,,L,15,Iceland,352,Republic of Iceland,Android,8.0,,,SE,0.0,,35S2HnzvnfNDAYlZ,Xiaomi,,,,,,8v4NbPWyGK1w,,L,15,Android,,SE,,,,71.0
IS,ISL,Yes,Xiaomi,,,51899.0,auto,1703254937780,Double Tap,🇮🇸,,Null,es,,L,15,Iceland,352,Republic of Iceland,Android,34.0,,-1,SE,5.0,,35S2HnzvnfNDAYlZ,Xiaomi,,,,,,8v4NbPWyGK1w,,L,15,Android,,SE,,,,95.0
IS,ISL,Yes,Xiaomi,,,46924.0,auto,1703255127390,Content Shared,🇮🇸,,Null,es,,L,15,Iceland,352,Republic of Iceland,Android,3.0,,,SE,0.0,,35S2HnzvnfNDAYlZ,Xiaomi,,,,,,8v4NbPWyGK1w,,L,15,Android,,SE,,,,61.0
FR,FRA,Yes,Google,,,77972.0,auto,1703255239967,App Opened,🇫🇷,,Null,es,,L,13,France,250,French Republic,Android,-1.0,,,X,0.0,,xUPGCcZhUUyJFf70,Google,,,,,,S7VqvfHlQLQl,,L,13,Android,,X,,,,38.0
GB,GBR,Yes,Google,,,77021.0,auto,1703255341411,Content Viewed,🇬🇧,,Null,es,Feed,N,11,United Kingdom,826,United Kingdom of Great Britain and Northern Ireland,Android,3.0,,,,8.0,,o9KHTE4zEZS4739z,Google,,,,,,t908AUA8fhBq,,N,11,Android,,,,,,23.0
GB,GBR,Yes,Google,,,421.0,auto,1703255432819,Double Tap,🇬🇧,,Null,en,,N,11,United Kingdom,826,United Kingdom of Great Britain and Northern Ireland,Android,-1.0,,,,9.0,,o9KHTE4zEZS4739z,Google,,,,,,t908AUA8fhBq,,N,11,Android,,,,,,21.0
FR,FRA,Yes,Xiaomi,,,51764.0,auto,1703255520472,Search Initiated,🇫🇷,,Null,en,,L,14,France,250,French Republic,Android,34.0,,,SE,8.0,,QxCaOrdlL6lAIVwW,Xiaomi,,,,,,rT1aLO7SZFVN,,L,14,Android,,SE,,,,81.0
IS,ISL,Yes,Xiaomi,,,50061.0,auto,1703255655780,Double Tap,🇮🇸,{{ga-sid}},Null,es,,L,15,Iceland,352,Republic of Iceland,Android,-1.0,,-1,SE,8.0,Clicked Advertisement,35S2HnzvnfNDAYlZ,Xiaomi,,,,,,8v4NbPWyGK1w,,L,15,Android,,SE,,,,75.0
FR,FRA,Yes,Xiaomi,,,88223.0,auto,1703255913476,Long Press,🇫🇷,,Null,en,,L,14,France,250,French Republic,Android,34.0,,,SE,9.0,Clicked Advertisement,QxCaOrdlL6lAIVwW,Xiaomi,,,,,,rT1aLO7SZFVN,,L,14,Android,,SE,,,,40.0
FR,FRA,Yes,Xiaomi,,,67300.0,auto,1703256226139,Swipe,🇫🇷,,Null,en,,L,14,France,250,French Republic,Android,3.0,,-1,SE,0.0,Shared Content,QxCaOrdlL6lAIVwW,Xiaomi,,,,,,rT1aLO7SZFVN,,L,14,Android,,SE,,,,68.0
FR,FRA,Yes,Xiaomi,,,16351.0,auto,1703256565647,App Opened,🇫🇷,{{ga-sid}},Null,es,Notifications,L,14,France,250,French Republic,Android,-1.0,,-1,SE,6.0,Viewed Article,QxCaOrdlL6lAIVwW,Xiaomi,,,,,,rT1aLO7SZFVN,,L,14,Android,,SE,,,,31.0
FR,FRA,Yes,Google,,,17987.0,auto,1703256976573,Double Tap,🇫🇷,,Null,es,Content Page,L,13,France,250,French Republic,Android,-1.0,,,X,6.0,,xUPGCcZhUUyJFf70,Google,,,,,,S7VqvfHlQLQl,,L,13,Android,,X,,,,71.0
GB,GBR,Yes,Google,,,82765.0,auto,1703257147894,Double Tap,🇬🇧,{{ga-sid}},Null,es,,N,11,United Kingdom,826,United Kingdom of Great Britain and Northern Ireland,Android,3.0,,-1,,8.0,,o9KHTE4zEZS4739z,Google,,,,,,t908AUA8fhBq,,N,11,Android,,,,,,56.0
IS,ISL,Yes,Xiaomi,,,88541.0,auto,1703257211406,App Opened,🇮🇸,,Null,es,,L,15,Iceland,352,Republic of Iceland,Android,3.0,,-1,SE,7.0,,35S2HnzvnfNDAYlZ,Xiaomi,,,,,,8v4NbPWyGK1w,,L,15,Android,,SE,,,,20.0
ES,ESP,Yes,Apple,,,12447.0,auto,1703257352863,App Closed,🇪🇸,,Null,es,Search Results,iPhone,14,Spain,724,Kingdom of Spain,iOS,34.0,,-1,Pro,2.0,,SqSYMg7NEZ3xj7QD,Apple,,,,,,pzxaAaxXJTlv,,iPhone,14,iOS,,Pro,,,,86.0
IL,ISR,,Google,,,,,1703257785643,,🇮🇱,,,,,N,12,Israel,376,State of Israel,Android,,,,Pro,,,lvUIDZ10IkyMFjsp,Google,,,,,,9xu9VDtD11CF,,N,12,Android,,Pro,,,,
IS,ISL,Yes,Xiaomi,,,91839.0,auto,1703258097690,Search Initiated,🇮🇸,,Null,en,,L,15,Iceland,352,Republic of Iceland,Android,34.0,,,SE,3.0,,35S2HnzvnfNDAYlZ,Xiaomi,,,,,,8v4NbPWyGK1w,,L,15,Android,,SE,,,,80.0
LU,LUX,Yes,Xiaomi,,,37167.0,auto,1703258104350,Search Initiated,🇱🇺,,Null,es,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,34.0,,-1,Ultra,2.0,Clicked Advertisement,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,86.0
LU,LUX,Yes,Xiaomi,,,3786.0,auto,1703258140801,Long Press,🇱🇺,,Null,en,Content Page,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,8.0,,-1,Ultra,5.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,56.0
LU,LUX,Yes,Xiaomi,,,36903.0,auto,1703258141173,Content Viewed,🇱🇺,{{ga-sid}},Null,es,Notifications,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,3.0,,-1,Ultra,1.0,Checked Notifications,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,77.0
LU,LUX,Yes,Xiaomi,,,92928.0,auto,1703258214429,Long Press,🇱🇺,,Null,en,Notifications,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,-1.0,,-1,Ultra,2.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,36.0
LU,LUX,Yes,Xiaomi,,,94810.0,auto,1703258237656,Scroll,🇱🇺,,Null,en,Search Results,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,34.0,,,Ultra,4.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,53.0
LU,LUX,Yes,Xiaomi,,,68808.0,auto,1703258259539,Long Press,🇱🇺,,Null,es,Settings,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,34.0,,,Ultra,4.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,32.0
FR,FRA,Yes,Xiaomi,,,37691.0,auto,1703258289771,Swipe,🇫🇷,,Null,es,Search Results,L,14,France,250,French Republic,Android,3.0,,-1,SE,8.0,,QxCaOrdlL6lAIVwW,Xiaomi,,,,,,rT1aLO7SZFVN,,L,14,Android,,SE,,,,83.0
LU,LUX,Yes,Xiaomi,,,6796.0,auto,1703258305270,Scroll,🇱🇺,{{ga-sid}},Null,en,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,3.0,,,Ultra,0.0,Checked Notifications,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,29.0
LU,LUX,Yes,Xiaomi,,,84205.0,auto,1703258358306,Double Tap,🇱🇺,,Null,en,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,8.0,,-1,Ultra,2.0,Clicked Advertisement,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,65.0
LU,LUX,Yes,Xiaomi,,,21669.0,auto,1703258369658,Content Viewed,🇱🇺,,Null,es,Feed,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,-1.0,,,Ultra,3.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,88.0
LU,LUX,Yes,Xiaomi,,,5168.0,auto,1703258371473,Content Shared,🇱🇺,{{ga-sid}},Null,es,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,-1.0,,,Ultra,5.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,27.0
LU,LUX,Yes,Xiaomi,,,45135.0,auto,1703258666514,App Opened,🇱🇺,,Null,en,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,3.0,TRUE,-1,Ultra,8.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,73.0
LU,LUX,Yes,Xiaomi,,,91693.0,auto,1703258763989,Scroll,🇱🇺,,Null,en,Profile,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,8.0,,,Ultra,8.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,70.0
LU,LUX,Yes,Xiaomi,,,64711.0,auto,1703258891691,Long Press,🇱🇺,,Null,en,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,8.0,,-1,Ultra,3.0,Searched,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,79.0
LU,LUX,Yes,Xiaomi,,,17299.0,auto,1703259026429,Content Shared,🇱🇺,,Null,es,Feed,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,34.0,,-1,Ultra,5.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,31.0
LU,LUX,Yes,Xiaomi,,,12734.0,auto,1703259071133,App Opened,🇱🇺,,Null,en,Search Results,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,34.0,,,Ultra,5.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,61.0
LU,LUX,Yes,Xiaomi,,,1041.0,auto,1703259148157,Double Tap,🇱🇺,,Null,en,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,8.0,,,Ultra,6.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,34.0
LU,LUX,Yes,Xiaomi,,,4721.0,auto,1703259305640,Swipe,🇱🇺,,Null,es,Home Screen,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,3.0,,,Ultra,2.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,63.0
LU,LUX,Yes,Xiaomi,,,48116.0,auto,1703259398946,Click,🇱🇺,{{ga-sid}},Null,en,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,3.0,TRUE,,Ultra,3.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,93.0
LU,LUX,Yes,Xiaomi,,,6009.0,auto,1703259597420,Search Initiated,🇱🇺,,Null,es,Profile,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,8.0,,-1,Ultra,0.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,31.0
LU,LUX,Yes,Xiaomi,,,33183.0,auto,1703260161291,App Opened,🇱🇺,,Null,en,Home Screen,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,-1.0,,-1,Ultra,5.0,Viewed Article,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,58.0
LU,LUX,Yes,Xiaomi,,,97252.0,auto,1703260217869,App Closed,🇱🇺,,Null,es,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,34.0,,,Ultra,4.0,Shared Content,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,90.0
LU,LUX,Yes,Xiaomi,,,87069.0,auto,1703260426138,Scroll,🇱🇺,,Null,en,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,-1.0,,-1,Ultra,8.0,Searched,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,66.0
LU,LUX,Yes,Xiaomi,,,332.0,auto,1703260482203,Double Tap,🇱🇺,,Null,es,Content Page,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,34.0,,,Ultra,4.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,45.0
FR,FRA,Yes,Xiaomi,,,35317.0,auto,1703260822971,Search Initiated,🇫🇷,,Null,es,Content Page,L,14,France,250,French Republic,Android,-1.0,,,SE,3.0,,QxCaOrdlL6lAIVwW,Xiaomi,,,,,,rT1aLO7SZFVN,,L,14,Android,,SE,,,,82.0
LU,LUX,Yes,Xiaomi,,,21648.0,auto,1703261087446,Content Shared,🇱🇺,,Null,es,Profile,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,-1.0,,,Ultra,7.0,Shared Content,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,56.0
FR,FRA,Yes,Google,,,41443.0,auto,1703261117335,Long Press,🇫🇷,,Null,en,,L,13,France,250,French Republic,Android,-1.0,,-1,X,2.0,,xUPGCcZhUUyJFf70,Google,,,,,,S7VqvfHlQLQl,,L,13,Android,,X,,,,71.0
FR,FRA,Yes,Google,,,82108.0,auto,1703261354237,Click,🇫🇷,,Null,es,Search Results,L,13,France,250,French Republic,Android,3.0,,-1,X,2.0,,xUPGCcZhUUyJFf70,Google,,,,,,S7VqvfHlQLQl,,L,13,Android,,X,,,,55.0
IL,ISR,,Google,,,,,1703261453482,,🇮🇱,,,,,N,12,Israel,376,State of Israel,Android,,,,Pro,,,lvUIDZ10IkyMFjsp,Google,,,,,,9xu9VDtD11CF,,N,12,Android,,Pro,,,,
FR,FRA,Yes,Google,,,40860.0,auto,1703261612677,Double Tap,🇫🇷,,Null,en,,L,13,France,250,French Republic,Android,34.0,,,X,7.0,Searched,xUPGCcZhUUyJFf70,Google,,,,,,S7VqvfHlQLQl,,L,13,Android,,X,,,,55.0
LU,LUX,Yes,Xiaomi,,,28462.0,auto,1703262072085,Content Shared,🇱🇺,,Null,es,Notifications,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,8.0,,,Ultra,8.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,76.0
LU,LUX,Yes,Xiaomi,,,80190.0,auto,1703262214847,Content Shared,🇱🇺,,Null,en,Notifications,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,3.0,,,Ultra,2.0,Searched,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,46.0
LU,LUX,Yes,Xiaomi,,,59013.0,auto,1703262595668,Scroll,🇱🇺,,Null,en,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,8.0,TRUE,-1,Ultra,0.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,64.0
LU,LUX,Yes,Xiaomi,,,5472.0,auto,1703262665718,App Closed,🇱🇺,,Null,en,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,34.0,TRUE,,Ultra,3.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,33.0
LU,LUX,Yes,Xiaomi,,,81869.0,auto,1703262755902,Content Shared,🇱🇺,,Null,es,Home Screen,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,-1.0,,-1,Ultra,7.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,27.0
LU,LUX,Yes,Xiaomi,,,10559.0,auto,1703262812139,Click,🇱🇺,,Null,es,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,3.0,TRUE,-1,Ultra,8.0,Checked Notifications,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,84.0
IS,ISL,Yes,Xiaomi,,,64480.0,auto,1703262901365,App Closed,🇮🇸,,Null,es,Search Results,L,15,Iceland,352,Republic of Iceland,Android,3.0,,,SE,2.0,,35S2HnzvnfNDAYlZ,Xiaomi,,,,,,8v4NbPWyGK1w,,L,15,Android,,SE,,,,54.0
LU,LUX,Yes,Xiaomi,,,13221.0,auto,1703263048750,Scroll,🇱🇺,,Null,en,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,3.0,,,Ultra,0.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,55.0
NL,NLD,Yes,Google,,,92452.0,auto,1703263112219,Click,🇳🇱,,Null,es,Profile,N,11,Netherlands,528,Kingdom of the Netherlands,Android,-1.0,,-1,SE,5.0,Viewed User Profile,9YITXmtFr7uHvcyM,Google,,,,,,CqMyAEyWGvjY,,N,11,Android,,SE,,,,59.0
FR,FRA,Yes,Xiaomi,,,84153.0,auto,1703263147990,Swipe,🇫🇷,,Null,es,,L,14,France,250,French Republic,Android,-1.0,,,SE,2.0,,QxCaOrdlL6lAIVwW,Xiaomi,,,,,,rT1aLO7SZFVN,,L,14,Android,,SE,,,,83.0
LU,LUX,Yes,Xiaomi,,,25624.0,auto,1703263510886,Swipe,🇱🇺,,Null,es,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,34.0,,,Ultra,4.0,Viewed Article,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,20.0
LU,LUX,Yes,Xiaomi,,,21017.0,auto,1703263539895,App Closed,🇱🇺,,Null,es,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,-1.0,TRUE,,Ultra,8.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,80.0
LU,LUX,Yes,Xiaomi,,,88178.0,auto,1703263656539,Double Tap,🇱🇺,,Null,en,Feed,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,8.0,,-1,Ultra,4.0,Viewed User Profile,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,52.0
NL,NLD,Yes,Google,,,2897.0,auto,1703263681180,Content Shared,🇳🇱,,Null,en,Feed,N,11,Netherlands,528,Kingdom of the Netherlands,Android,-1.0,TRUE,,SE,6.0,Toggled Dark Mode,9YITXmtFr7uHvcyM,Google,,,,,,CqMyAEyWGvjY,,N,11,Android,,SE,,,,51.0
FR,FRA,Yes,Google,,,85125.0,auto,1703263971424,Double Tap,🇫🇷,{{ga-sid}},Null,es,Profile,L,13,France,250,French Republic,Android,3.0,,-1,X,0.0,,xUPGCcZhUUyJFf70,Google,,,,,,S7VqvfHlQLQl,,L,13,Android,,X,,,,35.0
LU,LUX,Yes,Xiaomi,,,78346.0,auto,1703264035963,App Closed,🇱🇺,,Null,en,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,-1.0,TRUE,,Ultra,8.0,Toggled Dark Mode,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,95.0
LU,LUX,Yes,Xiaomi,,,39477.0,auto,1703264102461,Long Press,🇱🇺,,Null,en,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,-1.0,,,Ultra,4.0,Clicked Advertisement,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,82.0
LU,LUX,Yes,Xiaomi,,,56635.0,auto,1703264116610,Content Shared,🇱🇺,{{ga-sid}},Null,en,Feed,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,8.0,,,Ultra,8.0,Clicked Advertisement,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,91.0
NL,NLD,undefined,Google,,,72728.0,auto,1703264213640,Long Press,🇳🇱,,Null,en,,N,11,Netherlands,528,Kingdom of the Netherlands,Android,3.0,,-1,SE,4.0,,9YITXmtFr7uHvcyM,Google,,,,,,CqMyAEyWGvjY,,N,11,Android,,SE,,,,21.0
LU,LUX,Yes,Xiaomi,,,78911.0,auto,1703264360014,App Closed,🇱🇺,,Null,es,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,34.0,,,Ultra,7.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,73.0
LU,LUX,Yes,Xiaomi,,,83997.0,auto,1703264366421,Double Tap,🇱🇺,,Null,en,Settings,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,8.0,,,Ultra,4.0,Searched,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,64.0
NL,NLD,Yes,Google,,,40183.0,auto,1703264934861,Long Press,🇳🇱,,Null,en,,N,11,Netherlands,528,Kingdom of the Netherlands,Android,-1.0,,,SE,4.0,,9YITXmtFr7uHvcyM,Google,,,,,,CqMyAEyWGvjY,,N,11,Android,,SE,,,,21.0
FR,FRA,Yes,Google,,,56451.0,auto,1703264976358,Click,🇫🇷,,Null,es,,L,13,France,250,French Republic,Android,-1.0,,,X,2.0,Clicked Advertisement,xUPGCcZhUUyJFf70,Google,,,,,,S7VqvfHlQLQl,,L,13,Android,,X,,,,35.0
LU,LUX,Yes,Xiaomi,,,92332.0,auto,1703265019852,Content Shared,🇱🇺,,Null,en,Notifications,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,8.0,,,Ultra,8.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,85.0
IL,ISR,,Google,,,,,1703265276855,,🇮🇱,,,,,N,12,Israel,376,State of Israel,Android,,,,Pro,,,lvUIDZ10IkyMFjsp,Google,,,,,,9xu9VDtD11CF,,N,12,Android,,Pro,,,,
LU,LUX,Yes,Xiaomi,,,43119.0,auto,1703265355377,Swipe,🇱🇺,{{ga-sid}},Null,es,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,-1.0,TRUE,,Ultra,1.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,34.0
NL,NLD,Yes,Google,,,28330.0,auto,1703265372481,App Closed,🇳🇱,,Null,en,,N,11,Netherlands,528,Kingdom of the Netherlands,Android,-1.0,,,SE,0.0,Clicked Advertisement,9YITXmtFr7uHvcyM,Google,,,,,,CqMyAEyWGvjY,,N,11,Android,,SE,,,,20.0
LU,LUX,Yes,Xiaomi,,,55129.0,auto,1703265457077,Click,🇱🇺,,Null,es,Notifications,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,-1.0,,-1,Ultra,0.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,94.0
LU,LUX,Yes,Xiaomi,,,18626.0,auto,1703265525566,App Opened,🇱🇺,,Null,es,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,3.0,,,Ultra,8.0,Toggled Dark Mode,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,83.0
LU,LUX,Yes,Xiaomi,,,88111.0,auto,1703265574927,Content Shared,🇱🇺,,Null,es,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,34.0,,,Ultra,7.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,50.0
LU,LUX,Yes,Xiaomi,,,25704.0,auto,1703265657109,Click,🇱🇺,,Null,es,Home Screen,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,-1.0,,-1,Ultra,6.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,26.0
NL,NLD,Yes,Google,,,21751.0,auto,1703265663775,Double Tap,🇳🇱,,Null,en,Content Page,N,11,Netherlands,528,Kingdom of the Netherlands,Android,3.0,,,SE,4.0,Shared Content,9YITXmtFr7uHvcyM,Google,,,,,,CqMyAEyWGvjY,,N,11,Android,,SE,,,,71.0
NL,NLD,Yes,Google,,,57993.0,auto,1703265696043,Double Tap,🇳🇱,,Null,es,,N,11,Netherlands,528,Kingdom of the Netherlands,Android,8.0,,-1,SE,8.0,,9YITXmtFr7uHvcyM,Google,,,,,,CqMyAEyWGvjY,,N,11,Android,,SE,,,,49.0
NL,NLD,Yes,Google,,,74704.0,auto,1703265870829,App Opened,🇳🇱,,Null,en,Settings,N,11,Netherlands,528,Kingdom of the Netherlands,Android,3.0,,,SE,5.0,Shared Content,9YITXmtFr7uHvcyM,Google,,,,,,CqMyAEyWGvjY,,N,11,Android,,SE,,,,57.0
LU,LUX,Yes,Xiaomi,,,6473.0,auto,1703265894692,Long Press,🇱🇺,,Null,en,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,-1.0,,-1,Ultra,5.0,Clicked Advertisement,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,19.0
LU,LUX,Yes,Xiaomi,,,16501.0,auto,1703265899748,Search Initiated,🇱🇺,,Null,es,Notifications,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,8.0,,-1,Ultra,4.0,Clicked Advertisement,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,95.0
LU,LUX,Yes,Xiaomi,,,87853.0,auto,1703265973284,Long Press,🇱🇺,,Null,en,,L,13,Luxembourg,442,Grand Duchy of Luxembourg,Android,8.0,,,Ultra,0.0,,DGuXMmtTqPwlUfj1,Xiaomi,,,,,,ANZfIHLbfsCh,,L,13,Android,,Ultra,,,,58.0
NL,NLD,Yes,Xiaomi,,,24970.0,auto,1703265979882,Search Initiated,🇳🇱,,Null,en,,L,12,Netherlands,528,Kingdom of the Netherlands,Android,8.0,,-1,SE,8.0,,TPy4ngAwCGhLL3zR,Xiaomi,,,,,,VDTdDEdH6waN,,L,12,Android,,SE,,,,32.0
